crop,season,soil,preference,lat,lon,N,P,K,pH,rainfall,temperature,humidity,fertilizer_type,yield
Soybean,Winter,Peaty,Mixed,35.63400708393699,68.9215760463624,97.35043363563153,57.44138507115309,48.327610182452496,4.991547678022443,840.6637185013234,21.97124481494356,35.68842345221326,Organic,3786.4463799615864
Onion,Winter,Clay,Mixed,36.04452776135501,90.679472308649,89.75236235473817,28.511050553126882,64.1145509143035,7.778687707605658,644.7288183832375,30.02436134529999,63.96053519725667,Inorganic,31492.256385470526
Rice,Rabi,Peaty,Organic,19.39101949847096,74.96205147413943,100.05203070227353,46.09249115890501,49.37753075029326,4.254770208597938,971.1248601207944,34.73456168039494,54.79747135538678,Mixed,6670.546578732111
Chili,Summer,Peaty,Organic,32.77243528388517,72.18496682092649,102.61461821146524,61.019492820910045,28.469324373207538,6.299259344290832,1223.6116876005394,17.278009105612885,57.79527622391517,Organic,16839.560562256258
Maize,Monsoon,Clay,Mixed,30.41958220922652,71.35533822722876,174.6838324378208,55.53685481506031,46.3644287309103,9.481793493755024,927.1229661470558,19.794464383663936,84.00369724236333,Inorganic,4538.808796473584
Potato,Summer,Loamy,Organic,16.98999817798189,68.79025034657364,89.84260057783136,43.06063069922523,51.856260082190275,6.959233444310499,1124.030616615428,26.067797221901166,63.19075512758791,Inorganic,25712.512659419077
Sugarcane,Kharif,Silty,Organic,14.729155038132074,83.18400807142214,147.3982032383034,46.51963234375042,52.473745769504156,6.291457179521133,439.3548061385392,17.098471801919747,64.56506868807953,Inorganic,65814.6786361868
Onion,Kharif,Sandy,Inorganic,21.28880486139218,74.32953630811815,149.26072645134835,65.53002030038317,30.677894225311164,4.815538433346821,1005.5213870258376,26.197160106956126,58.44803683635839,Inorganic,26955.625390296565
Maize,Summer,Peaty,Inorganic,30.65911637781778,96.69352120760931,122.60872855815953,31.843974559648682,29.243947571734296,8.117370568133216,878.9660227857024,27.700513935648644,64.41798247061323,Organic,5072.523553683477
Cotton,Zaid,Chalky,Inorganic,35.84486575713362,84.65866592029397,92.94621002352665,31.931095281330048,26.32435457069186,7.713827870694457,617.4628733526445,28.503262750134873,69.0275219371304,Organic,264.24105185246293
Maize,Winter,Chalky,Inorganic,30.143792997130603,71.9986728113243,59.15582991601812,36.05549071733754,59.2567839296664,7.184796912338397,1197.1637510754542,27.56072263248118,106.76882298772367,Organic,4774.162342366223
Potato,Kharif,Silty,Organic,32.80100256553273,87.9741136835296,114.3383163200172,49.839832036000345,47.47454588610446,6.499440267023186,1553.6936707822947,22.323757264217992,69.1948622541815,Inorganic,24979.501209884158
Cotton,Winter,Chalky,Mixed,25.48886487894498,94.03456342878204,130.56436239102834,29.648928991157117,30.14537650949547,7.0720122469413775,1296.9876777042655,24.091652192666476,82.44042753034273,Mixed,297.9253826005645
Onion,Kharif,Loamy,Organic,32.22682709442165,89.61020536571881,152.43062392848952,64.29502389148972,41.526267265085444,6.351378941396147,1316.1247016435318,19.102362069283522,67.79599377716978,Inorganic,24773.16030550352
Potato,Rabi,Chalky,Organic,30.748204882099113,70.21675597014398,71.50126137259655,36.135613117162016,38.51575223918771,5.526739089515669,1213.7431103850413,27.32169327318813,34.58316004530057,Mixed,29434.46579569634
Wheat,Monsoon,Sandy,Organic,18.932580715862123,93.98064125458713,92.69420832444197,53.36533336614694,28.329022372411806,7.456334931504813,1193.935434893866,33.01680133567561,56.4939224942717,Organic,2488.2505374304064
Sugarcane,Kharif,Sandy,Inorganic,24.00771876150091,91.02395218993898,71.68406228731459,41.31390348620896,40.434207327479236,6.44934134341779,460.17041932734526,27.311004495336945,69.1836607701332,Inorganic,68133.99532891987
Onion,Winter,Peaty,Inorganic,31.33784053770115,72.59081310306281,80.99566022689233,49.01754378740411,42.28834345264527,7.021943964658788,961.6147149784033,21.52499632086473,75.8512181567508,Inorganic,31013.70174426112
Wheat,Rabi,Clay,Inorganic,9.335645291508735,69.50179077325168,119.9316260270688,25.949811355118847,63.17503713582279,6.378876759440233,1152.6009299937602,29.973959263496127,68.15342887367788,Organic,4920.943517895476
Chili,Kharif,Loamy,Mixed,31.434299188319066,84.16200668411494,79.62085691902793,65.01974367814934,32.131749690804725,6.961819382046844,1159.4214343602603,36.828233473894684,78.80527099657911,Inorganic,15208.010425417464
Onion,Zaid,Peaty,Organic,13.15875559742168,72.52503852885933,75.27186468048971,35.57753002442899,19.487208109655942,6.48550726934225,1381.5118567809113,26.215748858068075,43.10022802731207,Mixed,27967.331498464344
Chili,Monsoon,Loamy,Mixed,22.925824896521732,92.20313762526288,123.90987591166824,34.00674918434446,27.412555175728272,6.407450147910458,690.2807051100463,27.77236421927334,65.73188713425779,Mixed,17655.282959635082
Cotton,Kharif,Clay,Inorganic,31.439987747122192,78.39170504347854,113.52216370130641,85.68513520103139,29.288230918813333,6.52998959547752,1182.1814846223097,28.38850547033022,84.91944552028193,Mixed,634.5179452845013
Wheat,Rabi,Chalky,Mixed,15.36081126654415,94.47388089736069,110.50033593805524,58.31460966436412,34.87687388760526,9.460869690463046,680.487698802216,16.977713670741313,50.426600040860876,Inorganic,2828.5122399482793
Sugarcane,Zaid,Chalky,Organic,15.128415739878438,84.40495699208917,80.41337925402803,64.43624612424613,27.44195525047429,7.302406985981937,936.4901230482819,22.944389136573577,81.8088714842495,Inorganic,49489.404324359304
Potato,Summer,Clay,Organic,19.680167555405305,73.29749914295037,138.79069834644105,56.88337094542848,49.865464069827276,9.086057916899522,981.4110978294173,22.430667892347635,81.03361188927566,Mixed,29545.400721816743
Tomato,Rabi,Peaty,Inorganic,33.9446411297514,72.0483671534342,100.43470591959374,43.21279160020397,26.607606843886245,6.4918975859918175,1258.7712742146855,29.17433324447974,46.44463021217085,Inorganic,64380.649822373096
Maize,Rabi,Clay,Inorganic,8.012840661679029,84.71770068917486,171.40570416264308,30.397252138174842,40.240215619590764,6.19094203063548,1223.4860165201032,28.59184653947041,70.0681784166468,Mixed,4715.7636202548
Rice,Zaid,Silty,Mixed,34.14010980261611,90.09462474401087,104.83498508410133,45.51769418861512,64.0023062022661,5.425802941624524,1036.0991763134916,24.39631628633526,67.38220987502636,Organic,2261.6509208787334
Sugarcane,Rabi,Sandy,Inorganic,12.460403714606626,90.66366378452328,29.999564744585186,35.327609832116565,46.64281926116349,8.10323119662256,354.38874363378727,22.130609704956424,62.35455960406321,Mixed,69926.01448247419
Wheat,Zaid,Peaty,Inorganic,36.712504905956976,75.99696472879715,28.66373395669393,36.228272413482216,45.40908414054831,5.594815092850894,1133.450119897616,16.567020201466082,42.09666166664426,Organic,2754.904946563381
Tomato,Kharif,Loamy,Organic,35.69056279811558,73.92315600845285,118.71849825536405,26.25219006545455,62.28779440894192,8.30956075738669,919.6970568883638,24.92293735695869,61.054103957980004,Organic,44399.06882851824
Sugarcane,Zaid,Silty,Inorganic,22.345580498147214,68.4859328302791,139.01482456992417,51.71713939693244,54.94779477084367,5.483811669229702,1417.5417674857301,20.22715942610583,62.6555619898795,Organic,47293.46212022594
Wheat,Zaid,Peaty,Inorganic,22.868887186566216,87.69677538483391,76.48515610228452,73.6011822128877,46.781492408231244,7.386659868632427,1346.0480633021107,19.60749330210944,39.52548071330173,Mixed,4713.772262500271
Soybean,Monsoon,Clay,Organic,21.964930867999776,70.22047949457263,163.02936318331453,58.372050845396735,36.27127780066637,4.908992516526354,718.5931279283027,29.631343820612933,45.422725444475375,Mixed,1590.025161355944
Soybean,Zaid,Clay,Organic,26.427865724126157,80.20207485121185,149.8899681098231,48.413144182224315,39.727733502522476,6.058044298409335,1174.6522716971756,29.10959897523392,51.09506909824989,Inorganic,1238.9959897406738
Chili,Zaid,Clay,Mixed,10.630929364813,85.44878275653059,106.31640290323443,49.39142190784772,39.14435358800552,6.522081529446324,1180.5731818481213,22.5570292095025,49.275776521272924,Inorganic,9943.032214892082
Sugarcane,Summer,Clay,Inorganic,8.945920501905428,95.17615940267063,116.18361827068395,4.283340314096051,35.1828934291347,5.902508984296513,1158.7550738850778,17.15477859346183,69.89405556584154,Organic,80965.48060457813
Soybean,Kharif,Loamy,Organic,9.673384924061066,77.0422619717173,126.8359065216555,43.642468671509356,42.54443814259509,6.33067339816604,1119.8743224236796,20.87094209878147,78.67265790297364,Mixed,2277.503450232894
Wheat,Monsoon,Silty,Mixed,20.88659512800392,75.24339271094908,156.69984691961545,28.599861571694912,44.20897236457187,6.335454894421138,1189.0463759404752,29.966269806635964,60.34185279795665,Inorganic,3610.3307124842095
Chili,Summer,Chalky,Mixed,15.990890237365019,86.97064447429685,120.46407900236744,52.01618791853414,25.06445839410129,7.306933550030064,1450.4457446721988,27.338593084881207,76.49434351263398,Inorganic,11833.449538527278
Wheat,Winter,Sandy,Inorganic,26.03914730875882,85.95793192955387,105.63794956813447,46.10036016997648,59.58450999954758,4.413248211013259,834.585900032039,22.64097601288821,79.28732690726943,Inorganic,2986.5785724447273
Chili,Kharif,Loamy,Inorganic,36.78082639186859,77.6311837159356,120.16903592759947,36.9604318818869,44.91757015687938,5.9370802719719356,728.2571130228639,25.293765884384534,63.72060585433013,Mixed,18713.876463624503
Sugarcane,Kharif,Loamy,Mixed,19.20337201921751,94.9149532297838,116.12080844347678,51.67845056732899,36.84660445659259,7.754636347770957,1234.814540651651,14.6258904102159,71.12065614794268,Inorganic,76165.91731791028
Tomato,Winter,Chalky,Organic,24.641396369030886,92.50100749719935,127.73230561824982,51.54918729510415,42.65411174475349,7.0624799233165945,434.99137161065255,14.247378064826089,61.64982262743757,Organic,42035.41544489433
Potato,Zaid,Chalky,Mixed,20.05251298131273,74.49549383008736,52.8993012076139,72.77936059184641,51.16442669390321,7.771286262127013,1196.207158168861,34.88563260260529,48.15755368707219,Mixed,26151.095821791238
Onion,Summer,Sandy,Inorganic,32.57087836393392,74.93513381760117,109.47560349842365,60.29626250670094,22.39976304896929,7.258789354772685,1143.081690562614,27.532631091698278,53.79860822682796,Inorganic,21838.314524561083
Tomato,Rabi,Sandy,Organic,34.16485570040491,82.85671005972534,113.81321522739209,53.25459185055309,38.73927128223705,5.416484892990189,296.34924291633286,25.00831032129627,69.89222240986842,Inorganic,46029.021647545036
Cotton,Monsoon,Chalky,Organic,33.44331275395254,90.43359095019089,97.81458498843485,35.78728289522911,25.769730701652005,7.160897171119577,809.0990021168905,23.01521907995869,63.180056905724484,Mixed,383.1659417952615
Wheat,Rabi,Clay,Mixed,36.25679492169847,69.27717100226546,123.52499332652675,33.89841321338767,71.88404585170744,6.6001928000927625,1472.7923576823953,16.190830052342626,76.05759519664757,Inorganic,1782.2335044680428
Cotton,Winter,Loamy,Inorganic,8.798056369072043,88.10671945830649,157.63502861707124,58.98272011154911,41.65823257322338,8.76806133179299,562.847040785218,29.966070637430445,36.69519389326091,Inorganic,646.0157379432891
Tomato,Kharif,Peaty,Mixed,32.354668702220394,86.79884102408082,104.1465139331332,46.99895941339355,25.86705222880592,7.3021645824944095,1063.7774844848286,19.315556184348015,40.30142651452903,Organic,79926.39044889432
Chili,Kharif,Sandy,Mixed,29.801393018133705,74.71292278147666,120.75163242123071,53.74048386689911,83.19360136836872,7.0233674076776005,698.5284100018646,28.520913226667414,42.07662719965322,Mixed,15013.716760657964
Onion,Monsoon,Sandy,Mixed,14.632137872610578,87.7592373839991,148.1879428135466,64.6700078625734,33.56777705463533,7.169424263341311,787.3161087814703,25.660003827712806,67.49979771655812,Inorganic,21321.208299293437
Onion,Kharif,Chalky,Organic,35.7332827082383,95.2653125463104,104.84693517825566,27.302918372872853,37.49104098308551,6.9688455416666235,1574.8956461282014,24.739527679382565,44.328453524914366,Mixed,23168.6053256589
Rice,Kharif,Silty,Organic,12.297159918668418,69.3567895041813,73.34610392923572,70.95553077543491,38.35842112017565,6.941801127746073,1037.0333037358419,18.488168404676983,69.80193747465403,Mixed,4707.2847605121515
Onion,Monsoon,Peaty,Inorganic,27.70694788688334,77.26990960346981,118.47336547263772,64.54072680423494,29.824563321171574,6.2337066306030815,1155.0852065688769,18.55474997663697,76.29514881596218,Organic,38260.33448375053
Potato,Summer,Peaty,Inorganic,14.521816287661462,80.7071247833243,33.95001589605772,19.183396670185328,42.96822420995372,7.035472887020001,966.2606270720457,26.94967193156294,87.74374660129077,Organic,30677.23668750582
Onion,Summer,Sandy,Mixed,20.510038814448166,94.078550408816,31.048988861119597,85.29638673366466,13.471118003679692,7.448466680272696,545.460005770713,25.396084122100092,86.08861327460413,Mixed,22477.225053152222
Tomato,Monsoon,Clay,Mixed,28.8556370113925,95.90558195166554,109.99036141348773,54.82064478622185,53.0307805945275,7.560328069032085,644.5230379307017,25.235835366316895,54.568705184992574,Organic,41748.04931972613
Rice,Winter,Silty,Mixed,24.336414618958354,80.87934214839363,29.65088850754401,42.82192549365569,26.466341551153352,7.439116819603513,1353.5290976926697,26.43020796256844,39.955430104726766,Organic,4972.563349161362
Tomato,Kharif,Peaty,Inorganic,20.39755310851524,89.75082395212354,60.54496772715427,57.78593335407388,35.01614173227626,8.008063646152072,1045.8676445037204,15.31628254936479,55.520870025348714,Inorganic,71985.42297949702
Tomato,Kharif,Sandy,Organic,17.463814497027627,83.41816968917001,88.59704309469032,35.33788044591896,49.01823608423395,7.622892123303925,768.9134932130546,30.075719199702434,79.65253620404259,Organic,63330.22771317744
Maize,Winter,Peaty,Organic,32.35013001555492,83.59570510749992,78.3575095076234,58.19192529790327,37.546467780326616,7.128517914100771,993.384459622942,23.220501296928212,59.154648967404135,Organic,5941.3975744316485
Rice,Summer,Silty,Mixed,12.170616159129597,76.06488593692434,95.56580489358647,38.09755312497033,38.03742703482848,5.356339200336298,1198.4793889851846,30.848225110602186,64.63519114941907,Inorganic,4139.154013360664
Tomato,Zaid,Silty,Mixed,20.4729834193642,74.29173113005251,133.3861042230549,80.30539303205902,27.855070687242748,5.356731677170916,1136.3466542749939,14.958379976070793,56.642588833982295,Inorganic,45903.51584004325
Maize,Zaid,Loamy,Mixed,34.208969581479124,76.3521550317972,107.15442434091793,50.901502908596015,65.1477786096454,6.251865596738649,769.0632399352464,27.84513002763715,88.71804147379527,Mixed,4776.796449328561
Maize,Zaid,Chalky,Mixed,32.52963696333906,84.13351221045531,74.82038794661622,59.747345781092356,46.377788586479085,6.546753686047719,527.4090163188539,27.797896488971304,49.78308852771186,Organic,4302.469899927436
Rice,Summer,Chalky,Inorganic,19.627311111718356,68.84550039464058,140.63323218352826,38.209023505217914,27.00658062077,7.898001531203262,877.8860370335362,17.569336633216714,66.0014830959697,Inorganic,2760.120728230872
Cotton,Summer,Sandy,Organic,30.13014254443794,94.31021938633577,57.13428290367427,62.247440358400375,42.13818935269421,3.720293114204463,1332.714590781012,21.803719411989317,81.62357841649869,Organic,212.68567184274724
Chili,Winter,Silty,Mixed,31.87166409055692,72.53222757694351,106.65650526316298,49.81129904746832,26.15838406418428,5.466793737256904,1256.3130895321633,19.702468020249004,92.6232421459305,Mixed,21883.722615763643
Potato,Kharif,Loamy,Inorganic,33.77773529610526,74.38257162927022,53.797420749648865,28.822224375170826,60.668971527873396,6.305779085535163,1123.1209794775486,29.316063112526265,54.57796847692036,Organic,25652.09553754656
Chili,Winter,Loamy,Mixed,23.79066730242761,83.03000911698174,107.56953717191618,46.41855920167628,42.39565552850255,5.5031423713673115,948.7358765601665,26.544442414446216,79.41208799207563,Organic,15371.294309364377
Onion,Winter,Peaty,Mixed,13.929365695586643,88.5933282237811,90.44117788322207,78.96666603293806,28.2934416651152,5.701892661629736,844.9759713818148,32.99424412950877,55.516025097153594,Organic,35122.922797137224
Potato,Summer,Peaty,Organic,15.403963218614017,70.77614258758751,132.46713734579103,62.88465539064962,48.371088827487,6.000837904114564,954.301478663692,26.014769671409827,85.65739802868076,Inorganic,28680.50598720228
Onion,Zaid,Loamy,Mixed,16.575145547206525,77.2131462288677,121.62068413582688,44.315373966402596,36.66309193542024,5.554174135925731,1234.5314992906362,28.66122093444779,90.94200577593912,Inorganic,23242.285418853393
Tomato,Rabi,Peaty,Organic,25.22027194347885,96.09156356165636,82.38582004025011,21.962513584985977,24.54125613373023,5.727575672584524,1303.0571836707284,30.860053706902537,51.65607652193425,Mixed,58357.10707382264
Wheat,Kharif,Silty,Organic,8.951479099729644,75.60794603664742,76.63181077551276,37.512632326540526,44.572556006802515,7.863232563694452,921.4639705233196,27.772133632538637,74.80195263327548,Organic,2888.563649814785
Rice,Summer,Clay,Organic,26.44523159461908,77.07845420683125,90.54709800903672,28.902889939483078,44.23410200965473,7.114318340161979,1760.869392858278,23.079083985241105,81.69929791657682,Mixed,2797.8286981160686
Potato,Zaid,Silty,Inorganic,18.56627291441873,92.25845622792298,156.2671438010302,22.32487990349753,53.65280359080877,7.263943344742004,1027.721132733117,22.14852777369232,60.585989185653595,Mixed,27872.775606245734
Potato,Rabi,Loamy,Inorganic,16.562012272199624,69.4562185190232,148.5720544332424,61.783866952479535,40.774042683013576,6.465877242542045,895.9133650195295,24.601332862357317,73.21571660289736,Inorganic,19903.564675717593
Tomato,Rabi,Loamy,Organic,33.50540055111566,81.47378189546015,70.95195443894048,50.935810945702485,41.284723443502614,7.511105212671762,1442.7008315828652,28.98291894905045,74.0002589096503,Organic,67672.74077665227
Cotton,Summer,Silty,Mixed,21.34006947184317,79.00888616909843,124.00676014004044,76.92662672515911,41.92159643854221,7.347798317972784,388.51104107131744,21.169484690735242,95.14475203684661,Organic,378.28362796883573
Maize,Monsoon,Peaty,Organic,10.75653832044809,77.18101603735089,48.05705713308203,35.03537151803556,59.14339593408435,7.098537914440361,1144.0101083696068,28.260767630898492,35.434974212001336,Mixed,6179.92297657081
Tomato,Kharif,Peaty,Mixed,31.975656272761164,76.28528822729817,86.57972616827905,49.96578597861305,36.27911772071115,5.845835944857889,978.160482210011,26.613161591551528,64.1612974691771,Organic,65819.38569121726
Soybean,Rabi,Chalky,Organic,9.381596465658692,70.64984904095186,72.17306941412625,29.087384723796287,45.63345962566878,6.0579628516101245,1434.4552959614075,18.733469384002593,46.24619897119484,Inorganic,2562.8424595838733
Maize,Summer,Loamy,Mixed,29.075727500877704,77.12994905119781,132.07838372717322,41.076899582506364,47.40094542418734,7.558130098732369,1181.4770075950576,28.01767629595214,65.2069711660015,Mixed,5242.402735634552
Rice,Summer,Sandy,Inorganic,30.44328043134929,69.24851967875439,61.27847440634764,46.66835057101121,44.19731823076911,5.983266258549045,1041.7306509524974,25.709605064261762,53.25712996126863,Mixed,2831.6005303820043
Maize,Zaid,Chalky,Mixed,18.225475571936887,90.64795204568863,112.88050706267416,44.380190482825284,35.82514472728515,5.2114758637355445,1198.7901392639646,22.247378944048535,61.17624170950114,Inorganic,3476.482819885235
Cotton,Monsoon,Peaty,Organic,31.918847832055814,79.54860602478234,100.02130364697891,50.803109459232516,41.44724808769004,5.9639819252360216,683.3253063637744,25.637142863571345,51.88778991971712,Inorganic,671.5841197790081
Maize,Kharif,Silty,Inorganic,22.95412276983715,80.87321113727744,94.7365351081147,64.5741434487708,38.87610686280579,8.059405682219118,1290.0459503436578,22.441744883579645,67.33051179703516,Inorganic,5805.830033673373
Rice,Winter,Peaty,Mixed,21.43551594491111,93.91424300705381,150.14748852233194,62.996263781818314,63.51052432134164,5.964963335608403,596.6242728959587,26.238360323448884,81.10841255275244,Inorganic,4914.812577236977
Cotton,Zaid,Silty,Mixed,9.316695162592083,87.0835945319754,152.79091577002933,38.45998123863051,34.50683457482433,6.827654791986692,1107.5492142443095,24.160198151767236,59.408978188516706,Inorganic,531.7262832883931
Chili,Rabi,Chalky,Mixed,16.410846615818272,68.23371399692148,95.66821544641085,49.54468817204526,29.049057684973263,5.884312074628552,1010.6843023258074,17.35037883995192,86.45933308592817,Inorganic,12758.78247186577
Potato,Rabi,Loamy,Mixed,34.999289155673694,95.35206986587727,89.62251098200018,61.91144562439166,39.92557970280309,7.263425554485366,471.0836270885725,24.309821890588797,80.65935212013679,Mixed,24197.05525236398
Potato,Zaid,Peaty,Mixed,19.362894935221497,74.87718951335363,54.79380043590499,65.53604761144258,39.079621630855925,7.0367991907030225,1020.6826174288149,22.78658052284595,95.51103528435249,Organic,24956.961189559217
Onion,Summer,Silty,Inorganic,23.85431509614628,71.12081135803591,99.8722303828237,40.08264973018771,42.36212224202356,5.0088152588346375,1084.5960255118896,28.177931771493974,71.17035518086143,Organic,32589.327861184735
Chili,Rabi,Loamy,Inorganic,23.428628690543302,90.27571717304559,158.59909767237974,60.622466822003595,34.51064077358402,6.76803198708598,803.5372078126627,29.39884247972872,64.07533937553082,Mixed,13437.310870297793
Chili,Monsoon,Sandy,Inorganic,25.122501604858105,82.51384216013483,96.13793981416231,54.96719763781552,41.32448175919452,4.817413112701432,696.2734003472176,22.45499119084745,41.22144205184671,Organic,14655.205664354395
Maize,Kharif,Silty,Inorganic,9.778597713655195,80.5793464145225,121.86277849431339,34.01016329691606,41.55528446765454,5.945932202571091,1147.653221028519,21.053022617071242,53.27469317610429,Organic,4886.999054999744
Potato,Monsoon,Chalky,Organic,18.50311138916312,75.23558931079951,58.07508028242207,62.002369438786026,50.87187627232006,6.488566083367623,1108.6945003482429,16.599229761205194,61.88145515751139,Mixed,10960.431304376098
Rice,Rabi,Sandy,Inorganic,28.970719942594073,83.87667320600724,86.95675210799195,52.27314812648704,41.11607660450982,8.346865915462496,1068.045726776213,20.92981438491296,63.65739453257693,Organic,3908.9897912135607
Sugarcane,Winter,Sandy,Mixed,13.816247281116505,75.95715355087503,113.87395917407953,23.87914090510211,41.22970036757906,6.817912465099177,1002.6525317064651,23.38365612803865,100.23083603369753,Organic,32363.437753655813
Sugarcane,Kharif,Clay,Mixed,13.903772948844452,94.14590715332496,103.17587194144159,45.59219658932946,46.1961565565022,5.732913912736957,830.031094907321,18.30368331922893,61.895348276653436,Mixed,57428.36548160621
Cotton,Kharif,Peaty,Inorganic,8.292627593981717,74.24092991226259,124.74002003231685,50.59786312377459,50.41186075817821,6.182789897483399,1681.6544357994305,29.465682961651098,38.47470066094091,Organic,890.6947707505487
Potato,Zaid,Silty,Mixed,20.686975871638083,93.64629936321685,81.91984346324008,40.912632817736096,28.195890548481053,7.424196774442504,910.5007479255735,26.310809802203472,74.96855535166819,Inorganic,29996.96594104972
Potato,Zaid,Sandy,Inorganic,33.59929703952924,84.22275734609335,47.50034353529004,68.42342638247787,24.972153281598143,5.746483158260033,740.465990959365,24.397916429900505,74.09747360403986,Mixed,21518.55273079589
Sugarcane,Winter,Clay,Mixed,9.505127364031962,92.02615588296199,133.66270690966812,68.96702736017158,60.34575555260574,7.596978498001491,1016.3281825630402,24.916643478024323,58.11605443340182,Organic,61477.902541294854
Potato,Summer,Chalky,Organic,13.542442575384076,88.67253387996769,71.91552132187275,44.262647616307326,48.448905255137895,5.9769487219526045,945.7176861066647,26.530224767925564,96.91505686628926,Organic,17328.1302141727
